,State,RegionName,StateFullName
2421,PA,Chartiers,Pennsylvania
2422,PA,Schuylkill Haven,Pennsylvania
2423,PA,Conemaugh Township,Pennsylvania
2424,PA,Edinboro,Pennsylvania
2425,PA,New Holland,Pennsylvania
2426,PA,Penn Township,Pennsylvania
2427,PA,Franklin Township,Pennsylvania
2428,PA,Palmerton,Pennsylvania
2429,PA,Swoyersville,Pennsylvania
2430,PA,Summit Township,Pennsylvania
2431,PA,Upper Mt Bethel Township,Pennsylvania
2432,PA,Leacock Township,Pennsylvania
2433,PA,Pine Township,Pennsylvania
2434,PA,South Lebanon,Pennsylvania
2435,PA,Dickinson Township,Pennsylvania
2436,PA,Carroll Township,Pennsylvania
2437,PA,Willow Street,Pennsylvania
2439,PA,Shillington,Pennsylvania
2347,PA,Corry,Pennsylvania
2469,PA,Edwardsville,Pennsylvania
2345,PA,Salisbury Township,Pennsylvania
2303,PA,Indiana Township,Pennsylvania
2302,PA,Brecknock Township,Pennsylvania
2301,PA,West Bradford Township,Pennsylvania
2300,PA,Tyrone Township,Pennsylvania
2299,PA,West Caln Township,Pennsylvania
2298,PA,Mount Joy,Pennsylvania
2297,PA,Hatboro,Pennsylvania
2296,PA,Frankstown Township,Pennsylvania
2295,PA,East Pikeland Township,Pennsylvania
2294,PA,Millersville,Pennsylvania
2346,PA,Springfield Township,Pennsylvania
2292,PA,Georges Township,Pennsylvania
2291,PA,West Brandywine Township,Pennsylvania
2290,PA,New Sewickley Township,Pennsylvania
2289,PA,Mars,Pennsylvania
2288,PA,Conewago Township,Pennsylvania
2287,PA,South Union Township,Pennsylvania
2286,PA,Upper Milford Township,Pennsylvania
2285,PA,Mc Donald,Pennsylvania
2284,PA,Jackson Township,Pennsylvania
2283,PA,Kennett Township,Pennsylvania
2282,PA,East Fallowfield Township,Pennsylvania
2281,PA,Whitehall Township,Pennsylvania
2304,PA,South Heidelberg Township,Pennsylvania
2305,PA,Buffalo Township,Pennsylvania
2306,PA,Washington Township,Pennsylvania
2307,PA,Glenolden,Pennsylvania
2331,PA,Upper Hanover Township,Pennsylvania
2330,PA,Canton Township,Pennsylvania
2329,PA,Allegheny Township,Pennsylvania
2328,PA,Ridley Park,Pennsylvania
2327,PA,Providence Township,Pennsylvania
2326,PA,Bullskin Township,Pennsylvania
2325,PA,Valley Township,Pennsylvania
2324,PA,Jackson,Pennsylvania
2323,PA,Tunkhannock Township,Pennsylvania
2322,PA,Southampton Township,Pennsylvania
2321,PA,East Marlborough Township,Pennsylvania
2280,PA,Monessen,Pennsylvania
2320,PA,Bern Township,Pennsylvania
2318,PA,Earl Township,Pennsylvania
2317,PA,Archbald,Pennsylvania
2316,PA,Tamaqua,Pennsylvania
2315,PA,Palmyra,Pennsylvania
2314,PA,Shenango Township,Pennsylvania
2313,PA,Denver,Pennsylvania
2312,PA,Salisbury Township,Pennsylvania
2311,PA,North Union Township,Pennsylvania
2310,PA,Derry Township,Pennsylvania
2309,PA,East Brandywine Township,Pennsylvania
2308,PA,Cecil Township,Pennsylvania
2319,PA,Ambridge,Pennsylvania
2279,PA,East Vincent Township,Pennsylvania
2278,PA,Collier Township,Pennsylvania
2277,PA,Penn Township,Pennsylvania
2248,PA,North Londonderry,Pennsylvania
2247,PA,Bellevue,Pennsylvania
2246,PA,Park Forest Village,Pennsylvania
2245,PA,Jackson Township,Pennsylvania
2244,PA,Old Forge,Pennsylvania
2243,PA,Castle Shannon,Pennsylvania
2242,PA,Caln Township,Pennsylvania
2241,PA,Dunbar Township,Pennsylvania
2240,PA,Perkasie,Pennsylvania
2239,PA,Schuylkill Township,Pennsylvania
2238,PA,Lower Swatara,Pennsylvania
2249,PA,Upper Makefield,Pennsylvania
2237,PA,Fairview Township,Pennsylvania
2235,PA,East Nottingham Township,Pennsylvania
2234,PA,Morrisville,Pennsylvania
2233,PA,Beaver Falls,Pennsylvania
2232,PA,Allegheny Township,Pennsylvania
2231,PA,Lower Windsor Township,Pennsylvania
2230,PA,Nazareth,Pennsylvania
2229,PA,Quakertown,Pennsylvania
2228,PA,Middletown,Pennsylvania
2227,PA,South Abington Township,Pennsylvania
2226,PA,O'Hara Township,Pennsylvania
2225,PA,Maidencreek Township,Pennsylvania
2236,PA,Lower Gwynedd,Pennsylvania
2332,PA,Bedminster,Pennsylvania
2250,PA,Ligonier Township,Pennsylvania
2252,PA,East York,Pennsylvania
2276,PA,Plymouth Township,Pennsylvania
2275,PA,West Lampeter,Pennsylvania
2274,PA,Audubon,Pennsylvania
2273,PA,Glenside,Pennsylvania
2272,PA,Northwest Harborcreek,Pennsylvania
2271,PA,Upper Uwchlan Township,Pennsylvania
2270,PA,Chippewa Township,Pennsylvania
2269,PA,East Earl,Pennsylvania
2268,PA,Fairless Hills,Pennsylvania
2267,PA,West Manheim,Pennsylvania
2266,PA,Exeter Township,Pennsylvania
2251,PA,Girard Township,Pennsylvania
2265,PA,White Oak,Pennsylvania
2263,PA,Kennedy Township,Pennsylvania
2262,PA,East Huntingdon Township,Pennsylvania
2261,PA,Polk Township,Pennsylvania
2260,PA,Swissvale,Pennsylvania
2259,PA,Swarthmore,Pennsylvania
2258,PA,New Britain Township,Pennsylvania
2257,PA,Brookhaven,Pennsylvania
2256,PA,Pleasant Hills,Pennsylvania
2255,PA,Carnegie,Pennsylvania
2254,PA,Brighton Township,Pennsylvania
2253,PA,Latrobe,Pennsylvania
2264,PA,Camp Hill,Pennsylvania
2333,PA,Sanatoga,Pennsylvania
2293,PA,Longswamp,Pennsylvania
2337,PA,East Coventry Township,Pennsylvania
2336,PA,Feasterville Trevose,Pennsylvania
2338,PA,West Donegal,Pennsylvania
2339,PA,West Hanover Township,Pennsylvania
2340,PA,Clairton,Pennsylvania
2341,PA,West View,Pennsylvania
2342,PA,Summit Township,Pennsylvania
2343,PA,Blakely,Pennsylvania
2334,PA,Clifton Heights,Pennsylvania
2344,PA,Salem Township,Pennsylvania
2335,PA,Washington Township,Pennsylvania
10054,RI,Central Falls,Rhode Island
10053,RI,Newport,Rhode Island
10056,RI,East Greenwich,Rhode Island
10057,RI,Portsmouth,Rhode Island
10058,RI,Town of Tiverton,Rhode Island
10059,RI,Middletown,Rhode Island
10060,RI,Barrington,Rhode Island
10061,RI,Lincoln,Rhode Island
10079,RI,Ashaway,Rhode Island
10055,RI,Bristol,Rhode Island
10074,RI,West Greenwich,Rhode Island
10051,RI,Town of Westerly,Rhode Island
10062,RI,North Providence,Rhode Island
10050,RI,East Providence,Rhode Island
10049,RI,South Kingstown,Rhode Island
10048,RI,West Warwick,Rhode Island
10047,RI,Johnston,Rhode Island
10046,RI,Coventry,Rhode Island
10045,RI,Cumberland,Rhode Island
10044,RI,Woonsocket,Rhode Island
10043,RI,Warwick,Rhode Island
10042,RI,Pawtucket,Rhode Island
10052,RI,North Kingstown,Rhode Island
10063,RI,Smithfield,Rhode Island
10069,RI,Richmond,Rhode Island
10065,RI,Warren,Rhode Island
10078,RI,New Shoreham,Rhode Island
10064,RI,Narragansett,Rhode Island
10076,RI,Little Compton,Rhode Island
10075,RI,Foster,Rhode Island
10073,RI,Exeter,Rhode Island
10072,RI,Greenville,Rhode Island
10077,RI,Kingston,Rhode Island
10070,RI,Charlestown,Rhode Island
10041,RI,Cranston,Rhode Island
10068,RI,Glocester,Rhode Island
10067,RI,North Smithfield,Rhode Island
10066,RI,Scituate,Rhode Island
10071,RI,Burrillville,Rhode Island
10040,RI,Providence,Rhode Island
9797,SC,Pickens,South Carolina
9798,SC,Williamston,South Carolina
9799,SC,Honea Path,South Carolina
9800,SC,Belton,South Carolina
9801,SC,Ridgeville,South Carolina
9802,SC,Walhalla,South Carolina
9803,SC,Burton,South Carolina
9804,SC,Kershaw,South Carolina
9805,SC,Johnsonville,South Carolina
9795,SC,Pawleys Island,South Carolina
9806,SC,Pendleton,South Carolina
9764,SC,Inman,South Carolina
9763,SC,Georgetown,South Carolina
9762,SC,Taylors,South Carolina
9761,SC,Clover,South Carolina
9760,SC,Moncks Corner,South Carolina
9759,SC,Irmo,South Carolina
9758,SC,Hilton Head Island,South Carolina
9757,SC,Bluffton,South Carolina
9756,SC,Lancaster,South Carolina
9755,SC,Easley,South Carolina
9754,SC,Goose Creek,South Carolina
9753,SC,Fort Mill,South Carolina
9765,SC,Seneca,South Carolina
9752,SC,Florence,South Carolina
9750,SC,Greer,South Carolina
9749,SC,Mount Pleasant,South Carolina
9748,SC,Simpsonville,South Carolina
9747,SC,North Charleston,South Carolina
9746,SC,Sumter,South Carolina
9745,SC,Lexington,South Carolina
9744,SC,Anderson,South Carolina
9743,SC,Rock Hill,South Carolina
9742,SC,Spartanburg,South Carolina
9741,SC,Columbia,South Carolina
9740,SC,Charleston,South Carolina
9739,SC,Greenville,South Carolina
9751,SC,Aiken,South Carolina
9796,SC,Hopkins,South Carolina
9766,SC,Saint Andrews,South Carolina
9768,SC,Camden,South Carolina
9794,SC,Woodfield,South Carolina
9793,SC,Liberty,South Carolina
9792,SC,Lugoff,South Carolina
9791,SC,Fountain Inn,South Carolina
9790,SC,Central,South Carolina
9789,SC,Moore,South Carolina
9788,SC,Westminster,South Carolina
9787,SC,West Columbia,South Carolina
9786,SC,Seven Oaks,South Carolina
9785,SC,Dentsville,South Carolina
9784,SC,Chesnee,South Carolina
9783,SC,Clemson,South Carolina
9767,SC,York,South Carolina
9782,SC,Timmonsville,South Carolina
9780,SC,Forest Acres,South Carolina
9779,SC,Lake City,South Carolina
9778,SC,Hanahan,South Carolina
9777,SC,North Augusta,South Carolina
9776,SC,Travelers Rest,South Carolina
9775,SC,Walterboro,South Carolina
9774,SC,Okatie,South Carolina
9773,SC,Piedmont,South Carolina
9772,SC,Summerville,South Carolina
9771,SC,Chapin,South Carolina
9770,SC,Boiling Springs,South Carolina
9769,SC,Ladson,South Carolina
9781,SC,Blythewood,South Carolina
9807,SC,Andrews,South Carolina
9820,SC,Hollywood,South Carolina
9809,SC,Oak Grove,South Carolina
9839,SC,Belvedere,South Carolina
9841,SC,Ravenel,South Carolina
9842,SC,Scranton,South Carolina
9843,SC,Harleyville,South Carolina
9844,SC,Lyman,South Carolina
9845,SC,Gable,South Carolina
9838,SC,Dalzell,South Carolina
9846,SC,Sharon,South Carolina
9848,SC,Heath Springs,South Carolina
9849,SC,Dorchester,South Carolina
9850,SC,Jackson,South Carolina
9851,SC,Burnettown,South Carolina
9852,SC,Kiawah Island,South Carolina
9853,SC,Sullivans Island,South Carolina
9847,SC,Shell Point,South Carolina
9854,SC,Smyrna,South Carolina
9837,SC,Olanta,South Carolina
9835,SC,Mc Clellanville,South Carolina
9821,SC,Salem,South Carolina
9822,SC,Pauline,South Carolina
9823,SC,Pacolet,South Carolina
9824,SC,Cowpens,South Carolina
9825,SC,Starr,South Carolina
9826,SC,Roebuck,South Carolina
9836,SC,Fair Play,South Carolina
9827,SC,Port Royal,South Carolina
9829,SC,Rembert,South Carolina
9830,SC,Coward,South Carolina
9831,SC,Ridge Spring,South Carolina
9832,SC,Springdale,South Carolina
9833,SC,Duncan,South Carolina
9834,SC,Bonneau,South Carolina
9828,SC,Marietta,South Carolina
9855,SC,Seabrook Island,South Carolina
9856,SC,Cleveland,South Carolina
9857,SC,Hickory Grove,South Carolina
9877,SC,Gadsden,South Carolina
9878,SC,Tamassee,South Carolina
9879,SC,Wadmalaw Island,South Carolina
9880,SC,Wedgefield,South Carolina
9819,SC,Tega Cay,South Carolina
9818,SC,Isle of Palms,South Carolina
9876,SC,Edisto Beach,South Carolina
9817,SC,Campobello,South Carolina
9815,SC,Townville,South Carolina
9814,SC,Saint George,South Carolina
9813,SC,Laurel Bay,South Carolina
9812,SC,Gilbert,South Carolina
9811,SC,Mauldin,South Carolina
9810,SC,Landrum,South Carolina
9816,SC,Pamplico,South Carolina
9875,SC,Elgin,South Carolina
9874,SC,Westville,South Carolina
9873,SC,Reevesville,South Carolina
9858,SC,Wellford,South Carolina
9859,SC,West Union,South Carolina
9860,SC,Woodruff,South Carolina
9861,SC,Batesburg-Leesville,South Carolina
9862,SC,Catawba,South Carolina
9863,SC,New Ellenton,South Carolina
9864,SC,Folly Beach,South Carolina
9865,SC,Mountain Rest,South Carolina
9866,SC,Sunset,South Carolina
9867,SC,Mc Connells,South Carolina
9868,SC,Huger,South Carolina
9869,SC,Enoree,South Carolina
9870,SC,Gloverville,South Carolina
9871,SC,Meggett,South Carolina
9872,SC,Mayesville,South Carolina
9808,SC,Cayce,South Carolina
9840,SC,Six Mile,South Carolina
5364,TN,Alexandria,Tennessee
5272,TN,Fall Branch,Tennessee
5211,TN,Chapel Hill,Tennessee
5212,TN,Collegedale,Tennessee
5213,TN,Greenback,Tennessee
5214,TN,Green Hill,Tennessee
5215,TN,Millersville,Tennessee
5216,TN,Mc Ewen,Tennessee
5217,TN,Forest Hills,Tennessee
5218,TN,Brighton,Tennessee
5210,TN,Monterey,Tennessee
5219,TN,Hartsville,Tennessee
5221,TN,Tellico Plains,Tennessee
5222,TN,Limestone,Tennessee
5223,TN,Westmoreland,Tennessee
5224,TN,Jacksboro,Tennessee
5225,TN,Dresden,Tennessee
5226,TN,Unicoi,Tennessee
5227,TN,Roan Mountain,Tennessee
5228,TN,Chuckey,Tennessee
5220,TN,Livingston,Tennessee
5229,TN,Baxter,Tennessee
5209,TN,Talbott,Tennessee
5207,TN,Newbern,Tennessee
5189,TN,Fairview,Tennessee
5190,TN,Jamestown,Tennessee
5191,TN,Lenoir City,Tennessee
5192,TN,Winchester,Tennessee
5193,TN,Spring City,Tennessee
5194,TN,Somerville,Tennessee
5195,TN,Cordova,Tennessee
5196,TN,Mc Kenzie,Tennessee
5208,TN,White Bluff,Tennessee
5197,TN,Woodbury,Tennessee
5199,TN,Church Hill,Tennessee
5200,TN,Selmer,Tennessee
5201,TN,Signal Mountain,Tennessee
5202,TN,Bolivar,Tennessee
5203,TN,Union City,Tennessee
5204,TN,Oakland,Tennessee
5205,TN,Alcoa,Tennessee
5206,TN,New Market,Tennessee
5198,TN,Kingston Springs,Tennessee
5230,TN,Medina,Tennessee
5231,TN,Henning,Tennessee
5232,TN,Oak Hill,Tennessee
5256,TN,Bon Aqua,Tennessee
5257,TN,Coopertown,Tennessee
5258,TN,Rutledge,Tennessee
5259,TN,Speedwell,Tennessee
5260,TN,Centerville,Tennessee
5261,TN,Lascassas,Tennessee
5262,TN,Belle Meade,Tennessee
5263,TN,Gatlinburg,Tennessee
5255,TN,Wartburg,Tennessee
5264,TN,Vonore,Tennessee
5266,TN,Greenfield,Tennessee
5267,TN,Huntingdon,Tennessee
5268,TN,Watertown,Tennessee
5269,TN,Mount Carmel,Tennessee
5270,TN,Louisville,Tennessee
5271,TN,Strawberry Plains,Tennessee
5273,TN,Gainesboro,Tennessee
5274,TN,Englewood,Tennessee
5265,TN,Dover,Tennessee
5254,TN,Culleoka,Tennessee
5253,TN,Mount Pleasant,Tennessee
5252,TN,Parsons,Tennessee
5233,TN,Burns,Tennessee
5234,TN,Maynardville,Tennessee
5235,TN,Charlotte,Tennessee
5236,TN,Etowah,Tennessee
5237,TN,Cosby,Tennessee
5238,TN,Decaturville,Tennessee
5239,TN,Castalian Springs,Tennessee
5240,TN,Henderson,Tennessee
5241,TN,Pleasant View,Tennessee
5242,TN,Thompsons Station,Tennessee
5243,TN,Mooresburg,Tennessee
5244,TN,Dyer,Tennessee
5245,TN,Friendsville,Tennessee
5246,TN,Pigeon Forge,Tennessee
5247,TN,South Fulton,Tennessee
5248,TN,Hickory Withe,Tennessee
5249,TN,Munford,Tennessee
5250,TN,Oliver Springs,Tennessee
5251,TN,Greenbrier,Tennessee
5188,TN,Dunlap,Tennessee
5187,TN,Rockwood,Tennessee
5186,TN,Sweetwater,Tennessee
5185,TN,Atoka,Tennessee
5122,TN,Brentwood,Tennessee
5123,TN,Greeneville,Tennessee
5124,TN,Bristol,Tennessee
5125,TN,Elizabethton,Tennessee
5126,TN,La Vergne,Tennessee
5127,TN,Cookeville,Tennessee
5128,TN,Oak Ridge,Tennessee
5129,TN,Clinton,Tennessee
5121,TN,Gallatin,Tennessee
5130,TN,Shelbyville,Tennessee
5132,TN,Millington,Tennessee
5133,TN,Dickson,Tennessee
5134,TN,Dyersburg,Tennessee
5135,TN,Farragut,Tennessee
5136,TN,Tullahoma,Tennessee
5137,TN,East Ridge,Tennessee
5138,TN,Powell,Tennessee
5139,TN,Ooltewah,Tennessee
5131,TN,Mc Minnville,Tennessee
5120,TN,Germantown,Tennessee
5119,TN,Collierville,Tennessee
5118,TN,Mount Juliet,Tennessee
5099,TN,Memphis,Tennessee
5100,TN,Nashville,Tennessee
5101,TN,Knoxville,Tennessee
5102,TN,Chattanooga,Tennessee
5103,TN,Murfreesboro,Tennessee
5104,TN,Clarksville,Tennessee
5105,TN,Franklin,Tennessee
5106,TN,Johnson City,Tennessee
5107,TN,Cleveland,Tennessee
5108,TN,Jackson,Tennessee
5109,TN,Maryville,Tennessee
5110,TN,Kingsport,Tennessee
5111,TN,Hendersonville,Tennessee
5112,TN,Morristown,Tennessee
5113,TN,Bartlett,Tennessee
5114,TN,Smyrna,Tennessee
5115,TN,Columbia,Tennessee
5116,TN,Lebanon,Tennessee
5117,TN,Crossville,Tennessee
5140,TN,Manchester,Tennessee
5275,TN,Telford,Tennessee
5141,TN,Harriman,Tennessee
5143,TN,Athens,Tennessee
5167,TN,Springfield,Tennessee
5168,TN,Spring Hill,Tennessee
5169,TN,Harrison,Tennessee
5170,TN,Red Bank,Tennessee
5171,TN,Lafayette,Tennessee
5172,TN,Erwin,Tennessee
5173,TN,Arlington,Tennessee
5174,TN,Madisonville,Tennessee
5166,TN,Lexington,Tennessee
5175,TN,Lakeland,Tennessee
5177,TN,Bluff City,Tennessee
5178,TN,Savannah,Tennessee
5179,TN,White House,Tennessee
5180,TN,Dandridge,Tennessee
5181,TN,Soddy-Daisy,Tennessee
5182,TN,Blountville,Tennessee
5183,TN,Milan,Tennessee
5184,TN,Mountain City,Tennessee
5176,TN,Jefferson City,Tennessee
5165,TN,Middle Valley,Tennessee
5164,TN,Loudon,Tennessee
5163,TN,Sevierville,Tennessee
5144,TN,Lewisburg,Tennessee
5145,TN,Fayetteville,Tennessee
5146,TN,Seymour,Tennessee
5147,TN,Paris,Tennessee
5148,TN,Portland,Tennessee
5149,TN,Rogersville,Tennessee
5150,TN,Pulaski,Tennessee
5151,TN,Ripley,Tennessee
5152,TN,Lafollette,Tennessee
5153,TN,East Brainerd,Tennessee
5154,TN,Newport,Tennessee
5155,TN,Dayton,Tennessee
5156,TN,Lawrenceburg,Tennessee
5157,TN,Goodlettsville,Tennessee
5158,TN,Jonesborough,Tennessee
5159,TN,Covington,Tennessee
5160,TN,Martin,Tennessee
5161,TN,Kingston,Tennessee
5162,TN,Humboldt,Tennessee
5142,TN,Sparta,Tennessee
5277,TN,New Johnsonville,Tennessee
5276,TN,Ashland City,Tennessee
5279,TN,Mc Donald,Tennessee
5393,TN,Orlinda,Tennessee
5394,TN,Monteagle,Tennessee
5395,TN,Whitleyville,Tennessee
5396,TN,Bethpage,Tennessee
5397,TN,Guys,Tennessee
5398,TN,Beech Bluff,Tennessee
5399,TN,Hollow Rock,Tennessee
5400,TN,Finley,Tennessee
5392,TN,Midway,Tennessee
5401,TN,Kimball,Tennessee
5403,TN,Cowan,Tennessee
5404,TN,Leoma,Tennessee
5405,TN,Oakdale,Tennessee
5406,TN,Unionville,Tennessee
5407,TN,Wartrace,Tennessee
5408,TN,Primm Springs,Tennessee
5409,TN,Henry,Tennessee
5410,TN,Rives,Tennessee
5402,TN,Vanleer,Tennessee
5391,TN,Morris Chapel,Tennessee
5390,TN,Woodlawn,Tennessee
5389,TN,Tallassee,Tennessee
5370,TN,Cunningham,Tennessee
5371,TN,Darden,Tennessee
5372,TN,Oakfield,Tennessee
5373,TN,Jasper,Tennessee
5374,TN,Grandview,Tennessee
5375,TN,Carthage,Tennessee
5376,TN,Lavinia,Tennessee
5377,TN,Summertown,Tennessee
5378,TN,Southside,Tennessee
5379,TN,Enville,Tennessee
5380,TN,Belvidere,Tennessee
5381,TN,Algood,Tennessee
5382,TN,Lookout Mountain,Tennessee
5383,TN,Troy,Tennessee
5384,TN,Hampshire,Tennessee
5385,TN,Georgetown,Tennessee
5386,TN,Williamsport,Tennessee
5387,TN,Whitwell,Tennessee
5388,TN,Santa Fe,Tennessee
5411,TN,Pleasant Shade,Tennessee
5412,TN,Walling,Tennessee
5413,TN,Milton,Tennessee
5414,TN,Bybee,Tennessee
5438,TN,Denmark,Tennessee
5439,TN,Philadelphia,Tennessee
5440,TN,Rossville,Tennessee
5441,TN,Bloomington Springs,Tennessee
5442,TN,Reagan,Tennessee
5443,TN,Gleason,Tennessee
5444,TN,Allardt,Tennessee
5445,TN,Elmwood,Tennessee
5446,TN,Beechgrove,Tennessee
5447,TN,Nunnelly,Tennessee
5448,TN,Flintville,Tennessee
5449,TN,Sharon,Tennessee
5450,TN,Trezevant,Tennessee
5451,TN,Big Rock,Tennessee
5452,TN,Finger,Tennessee
5453,TN,Mulberry,Tennessee
5454,TN,Briceville,Tennessee
5455,TN,Palmyra,Tennessee
5456,TN,Gruetli Laager,Tennessee
5437,TN,Silver Point,Tennessee
5278,TN,Lynnville,Tennessee
5436,TN,Palmersville,Tennessee
5434,TN,Williston,Tennessee
5415,TN,Rockford,Tennessee
5416,TN,Whitesburg,Tennessee
5417,TN,Sardis,Tennessee
5418,TN,Arrington,Tennessee
5419,TN,Rickman,Tennessee
5420,TN,Huron,Tennessee
5421,TN,Adams,Tennessee
5422,TN,Trimble,Tennessee
5423,TN,Quebeck,Tennessee
5424,TN,South Carthage,Tennessee
5425,TN,Elora,Tennessee
5426,TN,Three Way,Tennessee
5427,TN,Cedar Grove,Tennessee
5428,TN,Buena Vista,Tennessee
5429,TN,Pittman Center,Tennessee
5430,TN,Eastview,Tennessee
5431,TN,Powells Crossroads,Tennessee
5432,TN,Eagleville,Tennessee
5433,TN,Mercer,Tennessee
5435,TN,Hillsboro,Tennessee
5368,TN,White Pine,Tennessee
5369,TN,Bath Springs,Tennessee
5366,TN,Kelso,Tennessee
5302,TN,Walland,Tennessee
5303,TN,Sequatchie,Tennessee
5304,TN,Medon,Tennessee
5305,TN,Townsend,Tennessee
5306,TN,Niota,Tennessee
5307,TN,Prospect,Tennessee
5308,TN,Lakesite,Tennessee
5309,TN,Surgoinsville,Tennessee
5301,TN,Mosheim,Tennessee
5310,TN,College Grove,Tennessee
5312,TN,Walden,Tennessee
5313,TN,Moscow,Tennessee
5314,TN,Pinson,Tennessee
5315,TN,Andersonville,Tennessee
5316,TN,Piney Flats,Tennessee
5317,TN,Fairmount,Tennessee
5318,TN,Taft,Tennessee
5319,TN,Michie,Tennessee
5311,TN,Lakewood,Tennessee
5367,TN,Piperton,Tennessee
5300,TN,Huntland,Tennessee
5298,TN,Rockvale,Tennessee
5280,TN,Bell Buckle,Tennessee
5281,TN,Adamsville,Tennessee
5282,TN,Trenton,Tennessee
5283,TN,Readyville,Tennessee
5284,TN,Russellville,Tennessee
5285,TN,Obion,Tennessee
5286,TN,Halls,Tennessee
5287,TN,Jellico,Tennessee
5299,TN,Rock Island,Tennessee
5288,TN,Ardmore,Tennessee
5290,TN,Red Boiling Springs,Tennessee
5291,TN,Sewanee,Tennessee
5292,TN,Lake City,Tennessee
5293,TN,Hampton,Tennessee
5294,TN,Loretto,Tennessee
5295,TN,Heiskell,Tennessee
5296,TN,Decherd,Tennessee
5297,TN,Drummonds,Tennessee
5289,TN,Indian Mound,Tennessee
5321,TN,Buchanan,Tennessee
5320,TN,Sale Creek,Tennessee
5323,TN,Puryear,Tennessee
5347,TN,Monroe,Tennessee
5348,TN,Ethridge,Tennessee
5349,TN,Clarkrange,Tennessee
5350,TN,Gordonsville,Tennessee
5351,TN,Mascot,Tennessee
5352,TN,Bethel Springs,Tennessee
5353,TN,Westpoint,Tennessee
5354,TN,Riceville,Tennessee
5322,TN,Bradford,Tennessee
5355,TN,Christiana,Tennessee
5357,TN,Lyles,Tennessee
5358,TN,Bean Station,Tennessee
5359,TN,Crab Orchard,Tennessee
5360,TN,Parrottsville,Tennessee
5361,TN,Cornersville,Tennessee
5362,TN,Atwood,Tennessee
5363,TN,Calhoun,Tennessee
5365,TN,Bradyville,Tennessee
5356,TN,Evensville,Tennessee
5345,TN,Rutherford,Tennessee
5346,TN,Stantonville,Tennessee
5343,TN,Springville,Tennessee
5324,TN,Cross Plains,Tennessee
5325,TN,Petersburg,Tennessee
5326,TN,Counce,Tennessee
5327,TN,Bulls Gap,Tennessee
5328,TN,Normandy,Tennessee
5329,TN,Hilham,Tennessee
5330,TN,Gates,Tennessee
5344,TN,Caryville,Tennessee
5332,TN,South Pittsburg,Tennessee
5331,TN,Tusculum,Tennessee
5334,TN,Mohawk,Tennessee
5335,TN,Bruceton,Tennessee
5336,TN,Charleston,Tennessee
5337,TN,Nolensville,Tennessee
5338,TN,Cumberland City,Tennessee
5339,TN,Pegram,Tennessee
5340,TN,Estill Springs,Tennessee
5341,TN,Chapmansboro,Tennessee
5342,TN,Kenton,Tennessee
5333,TN,Watauga,Tennessee
3668,TX,Trinidad,Texas
3671,TX,Venus,Texas
3669,TX,Ransom Canyon,Texas
3670,TX,Surfside Beach,Texas
3672,TX,Meadowlakes,Texas
3295,TX,Austin,Texas
3674,TX,Van Vleck,Texas
3675,TX,Granite Shoals,Texas
3294,TX,Dallas,Texas
3667,TX,Cooper,Texas
3673,TX,Mico,Texas
3666,TX,Indian Lake,Texas
3328,TX,Mansfield,Texas
3664,TX,Sunnyvale,Texas
3539,TX,Roanoke,Texas
3538,TX,Cameron Park,Texas
3537,TX,Italy,Texas
3536,TX,Moody,Texas
3535,TX,Winona,Texas
3534,TX,Chico,Texas
3533,TX,Rusk,Texas
3532,TX,Trophy Club,Texas
3540,TX,Godley,Texas
3531,TX,Fair Oaks Ranch,Texas
3529,TX,Lone Oak,Texas
3528,TX,Crandall,Texas
3527,TX,Melissa,Texas
3526,TX,Piney Point,Texas
3525,TX,Port Aransas,Texas
3524,TX,Abernathy,Texas
3523,TX,Shady Hollow,Texas
3522,TX,Hico,Texas
3530,TX,Queen City,Texas
3541,TX,Willow Park,Texas
3542,TX,Brady,Texas
3543,TX,Fate,Texas
3562,TX,McQueeney,Texas
3561,TX,Boling,Texas
3560,TX,Ovilla,Texas
3559,TX,Olmos Park,Texas
3558,TX,Collinsville,Texas
3557,TX,Malakoff,Texas
3556,TX,Gunter,Texas
3555,TX,Lake Dallas,Texas
3554,TX,Rogers,Texas
3553,TX,Cross Roads,Texas
3552,TX,Florence,Texas
3551,TX,Hollywood Park,Texas
3550,TX,Brownsboro,Texas
3549,TX,Hedwig Village,Texas
3548,TX,Pantego,Texas
3547,TX,Eagle Mountain,Texas
3546,TX,Alvord,Texas
3545,TX,Winters,Texas
3544,TX,Celina,Texas
3521,TX,Hudson Bend,Texas
3563,TX,West,Texas
3520,TX,Merkel,Texas
3518,TX,Lacy-Lakeview,Texas
3494,TX,China Spring,Texas
3493,TX,Hunters Creek Village,Texas
3492,TX,Port Isabel,Texas
3491,TX,Clarksville,Texas
3490,TX,Troy,Texas
3489,TX,Gun Barrel City,Texas
3488,TX,White Oak,Texas
3487,TX,Spicewood,Texas
3495,TX,Cockrell Hill,Texas
3486,TX,Lucas,Texas
3484,TX,Sansom Park,Texas
3483,TX,De Kalb,Texas
3482,TX,Lake Worth,Texas
3481,TX,Salado,Texas
3480,TX,Clyde,Texas
3479,TX,Windcrest,Texas
3478,TX,Comanche,Texas
3477,TX,Terrell Hills,Texas
3485,TX,Ballinger,Texas
3496,TX,Nocona,Texas
3497,TX,Castle Hills,Texas
3498,TX,Los Fresnos,Texas
3517,TX,Reno,Texas
